"rb";"nazivDobavljaca";"nazivPruzatelja";"oib";"adresaPruzatelja";"rbDatumRacuna";"brMedijskihUsluga";"iznosCijeneBezPopusta";"popustPostotak";"placeniIznosPopust";"obveznik_id"
"132";"AKTER PUBLIC d.o.o.";"www.dnevno.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";727.2;0;909;"1690244322"
"133";"AKTER PUBLIC d.o.o.";"www.dnevno.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";727.2;0;909;"1690244322"
"134";"AKTER PUBLIC d.o.o.";"www.dnevno.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";727.2;0;909;"1690244322"
"135";"AKTER PUBLIC d.o.o.";"www.dnevno.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";727.2;0;909;"1690244322"
"136";"AKTER PUBLIC d.o.o.";"www.dnevno.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";727.2;0;909;"1690244322"
"137";"AKTER PUBLIC d.o.o.";"www.dnevno.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";727.2;0;909;"1690244322"
"138";"AKTER PUBLIC d.o.o.";"www.dnevno.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";727.2;0;909;"1690244322"
"139";"AKTER PUBLIC d.o.o.";"www.dubrovački.hr";"60260099259";"Dubrovnik, Dubrovnik";"892-AKT-1 / 26.06.2020";"1";2525;0;3156.25;"1690244322"
"140";"AKTER PUBLIC d.o.o.";"www.index.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1292.8;0;1616;"1690244322"
"141";"AKTER PUBLIC d.o.o.";"www.index.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1292.8;0;1616;"1690244322"
"142";"AKTER PUBLIC d.o.o.";"www.index.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1292.8;0;1616;"1690244322"
"143";"AKTER PUBLIC d.o.o.";"www.index.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1292.8;0;1616;"1690244322"
"144";"AKTER PUBLIC d.o.o.";"www.index.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1292.8;0;1616;"1690244322"
"145";"AKTER PUBLIC d.o.o.";"www.index.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1292.8;0;1616;"1690244322"
"146";"AKTER PUBLIC d.o.o.";"www.index.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1292.8;0;1616;"1690244322"
"147";"AKTER PUBLIC d.o.o.";"www.index.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1292.8;0;1616;"1690244322"
"148";"AKTER PUBLIC d.o.o.";"www.index.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1292.8;0;1616;"1690244322"
"149";"AKTER PUBLIC d.o.o.";"www.index.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1292.8;0;1616;"1690244322"
"150";"AKTER PUBLIC d.o.o.";"www.jutarnji.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1454.4;0;1818;"1690244322"
"151";"AKTER PUBLIC d.o.o.";"www.jutarnji.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1454.4;0;1818;"1690244322"
"152";"AKTER PUBLIC d.o.o.";"www.jutarnji.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1454.4;0;1818;"1690244322"
"153";"AKTER PUBLIC d.o.o.";"www.jutarnji.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1454.4;0;1818;"1690244322"
"154";"AKTER PUBLIC d.o.o.";"www.jutarnji.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1454.4;0;1818;"1690244322"
"155";"AKTER PUBLIC d.o.o.";"www.jutarnji.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1454.4;0;1818;"1690244322"
"156";"AKTER PUBLIC d.o.o.";"www.jutarnji.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1454.4;0;1818;"1690244322"
"157";"AKTER PUBLIC d.o.o.";"www.jutarnji.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1454.4;0;1818;"1690244322"
"158";"AKTER PUBLIC d.o.o.";"www.jutarnji.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1454.4;0;1818;"1690244322"
"159";"AKTER PUBLIC d.o.o.";"www.jutarnji.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1454.4;0;1818;"1690244322"
"160";"AKTER PUBLIC d.o.o.";"www.kamenjar.com";"60260099259";"Split, Split";"896-AKT-1 / 26.06.2020";"1";26050;0;32562.5;"1690244322"
"161";"AKTER PUBLIC d.o.o.";"www.narod.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1767.4;0;2209.25;"1690244322"
"162";"AKTER PUBLIC d.o.o.";"www.narod.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1767.4;0;2209.25;"1690244322"
"163";"AKTER PUBLIC d.o.o.";"www.narod.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1767.4;0;2209.25;"1690244322"
"164";"AKTER PUBLIC d.o.o.";"www.narod.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1767.8;0;2209.75;"1690244322"
"165";"AKTER PUBLIC d.o.o.";"www.net.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1050.4;0;1313;"1690244322"
"166";"AKTER PUBLIC d.o.o.";"www.net.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1050.4;0;1313;"1690244322"
"167";"AKTER PUBLIC d.o.o.";"www.net.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1050.4;0;1313;"1690244322"
"168";"AKTER PUBLIC d.o.o.";"www.net.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1050.4;0;1313;"1690244322"
"169";"AKTER PUBLIC d.o.o.";"www.net.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1050.4;0;1313;"1690244322"
"170";"AKTER PUBLIC d.o.o.";"www.net.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1050.4;0;1313;"1690244322"
"171";"AKTER PUBLIC d.o.o.";"www.net.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1050.4;0;1313;"1690244322"
"172";"AKTER PUBLIC d.o.o.";"www.net.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1050.4;0;1313;"1690244322"
"173";"AKTER PUBLIC d.o.o.";"www.net.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1050.4;0;1313;"1690244322"
"174";"AKTER PUBLIC d.o.o.";"www.net.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1050.4;0;1313;"1690244322"
"175";"AKTER PUBLIC d.o.o.";"www.osijeknews.hr";"60260099259";"Osijek, Osijek";"892-AKT-1 / 26.06.2020";"1";4918.7;0;6148.37;"1690244322"
"176";"AKTER PUBLIC d.o.o.";"www.otvoreno.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"177";"AKTER PUBLIC d.o.o.";"www.rtl.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"178";"AKTER PUBLIC d.o.o.";"www.rtl.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"179";"AKTER PUBLIC d.o.o.";"www.rtl.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"180";"AKTER PUBLIC d.o.o.";"www.rtl.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"181";"AKTER PUBLIC d.o.o.";"www.rtl.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"182";"AKTER PUBLIC d.o.o.";"www.rtl.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"183";"AKTER PUBLIC d.o.o.";"www.rtl.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"184";"AKTER PUBLIC d.o.o.";"www.rtl.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"185";"AKTER PUBLIC d.o.o.";"www.rtl.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"186";"AKTER PUBLIC d.o.o.";"www.rtl.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"187";"AKTER PUBLIC d.o.o.";"www.sibenkin.hr";"60260099259";"Šibenik, Šibenik";"892-AKT-1 / 26.06.2020";"1";2286.44;0;2858.05;"1690244322"
"188";"AKTER PUBLIC d.o.o.";"www.slobodnadalmacija.hr";"60260099259";"Split, Split";"892-AKT-1 / 26.06.2020";"1";12120;0;15150;"1690244322"
"189";"AKTER PUBLIC d.o.o.";"www.telegram.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";808;0;1010;"1690244322"
"190";"AKTER PUBLIC d.o.o.";"www.telegram.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";808;0;1010;"1690244322"
"191";"AKTER PUBLIC d.o.o.";"www.telegram.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";808;0;1010;"1690244322"
"192";"AKTER PUBLIC d.o.o.";"www.telegram.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";808;0;1010;"1690244322"
"193";"AKTER PUBLIC d.o.o.";"www.telegram.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";808;0;1010;"1690244322"
"194";"AKTER PUBLIC d.o.o.";"www.telegram.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";808;0;1010;"1690244322"
"195";"AKTER PUBLIC d.o.o.";"www.telegram.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";808;0;1010;"1690244322"
"196";"AKTER PUBLIC d.o.o.";"www.telegram.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";808;0;1010;"1690244322"
"197";"AKTER PUBLIC d.o.o.";"www.telegram.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";808;0;1010;"1690244322"
"198";"AKTER PUBLIC d.o.o.";"www.telegram.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";808;0;1010;"1690244322"
"199";"AKTER PUBLIC d.o.o.";"www.teleskop.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";4040;0;5050;"1690244322"
"200";"AKTER PUBLIC d.o.o.";"www.tportal.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";404;0;505;"1690244322"
"201";"AKTER PUBLIC d.o.o.";"www.tportal.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";404;0;505;"1690244322"
"202";"AKTER PUBLIC d.o.o.";"www.tportal.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";404;0;505;"1690244322"
"203";"AKTER PUBLIC d.o.o.";"www.tportal.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";404;0;505;"1690244322"
"204";"AKTER PUBLIC d.o.o.";"www.tportal.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";404;0;505;"1690244322"
"205";"AKTER PUBLIC d.o.o.";"www.tportal.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";404;0;505;"1690244322"
"206";"AKTER PUBLIC d.o.o.";"www.tportal.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";404;0;505;"1690244322"
"207";"AKTER PUBLIC d.o.o.";"www.tportal.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";404;0;505;"1690244322"
"208";"AKTER PUBLIC d.o.o.";"www.tportal.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";404;0;505;"1690244322"
"209";"AKTER PUBLIC d.o.o.";"www.tportal.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";404;0;505;"1690244322"
"210";"AKTER PUBLIC d.o.o.";"www.večernji list";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"211";"AKTER PUBLIC d.o.o.";"www.večernji list";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"212";"AKTER PUBLIC d.o.o.";"www.večernji list";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"213";"AKTER PUBLIC d.o.o.";"www.večernji list";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"214";"AKTER PUBLIC d.o.o.";"www.večernji list";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"215";"AKTER PUBLIC d.o.o.";"www.večernji list";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"216";"AKTER PUBLIC d.o.o.";"www.večernji list";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"217";"AKTER PUBLIC d.o.o.";"www.večernji list";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"218";"AKTER PUBLIC d.o.o.";"www.večernji list";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"219";"AKTER PUBLIC d.o.o.";"www.večernji list";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"220";"AKTER PUBLIC d.o.o.";"www.zagorje.com";"60260099259";"Krapina, Krapina";"892-AKT-1 / 26.06.2020";"1";1535.2;0;1919;"1690244322"
"221";"AKTER PUBLIC d.o.o.";"www.zagrebinfo.hr";"60260099259";"Zagreb, Zagreb";"892-AKT-1 / 26.06.2020";"1";1616;0;2020;"1690244322"
"222";"Akter Public d.o.o.";"Županijski radio Šibenik";"60260099259";"Šibenik, Šibenik";"895-AKT-1 / 26.06.2020";"15";2108.67;14.5;2266.82;"1690244322"
"223";"Radio Psunj d.o.o.";"Radio Psunj d.o.o.";"55239245471";"Cvjetni trg 12D, Nova Gradiška";"370/1/1 / 26.06.2020";"21";4200;0;5250;"1690244322"
"224";"Radio Virovitica d.o.o.";"Radio Virovitica d.o.o.";"38448471127";"Trgb Franje Tuđmana 6, Virovitica";"227/001/201 / 26.06.2020";"114";7980;0;9975;"1690244322"
"225";"VTV Varaždinska televizija d.o.o.";"VTV Varaždinska televizija d.o.o.";"50371265075";"Kralja Petra Krešimira IV 6a, Varaždin";"325/RF/1 / 26.06.2020";"1";2400;0;3000;"1690244322"
"226";"HIT RADIO d.o.o.";"HIT RADIO d.o.o.";"82297906250";"Glavička 29, Sinj";"181/M02/2 / 27.06.2020";"1";3000;0;3750;"1690244322"
"227";"Agencija za marketing i izdavaštvo Kruna vl. Kruna Protić";"Tjednik Kronika";"21529895762";"Požega, Požega";"343/1/2 / 29.06.2020";"1";3000;0;3750;"1690244322"
"228";"Diadora Media d.o.o.";"Diadora Media d.o.o.";"67146130783";"Put Pudarice 11 H, Zadar";"135/1/1 / 29.06.2020";"1";6000;20;6000;"1690244322"
"229";"HRVATSKI RADIO VUKOVAR d.o.o.";"HRVATSKI RADIO VUKOVAR d.o.o.";"97683222809";"Dr. Franje Tuđmana 13, Vukovar";"174/1/2 / 29.06.2020";"35";2625;5;3117.19;"1690244322"
"230";"HRVATSKI RADIO VUKOVAR d.o.o.";"HRVATSKI RADIO VUKOVAR d.o.o.";"97683222809";"Dr. Franje Tuđmana 13, Vukovar";"176/1/2 / 29.06.2020";"2";2700;0;3375;"1690244322"
"231";"HRVATSKI RADIO VUKOVAR d.o.o.";"HRVATSKI RADIO VUKOVAR d.o.o.";"97683222809";"Dr. Franje Tuđmana 13, Vukovar";"180/1/2 / 29.06.2020";"2";5400;0;6750;"1690244322"
"232";"HRVATSKI RADIO VUKOVAR d.o.o.";"Vukovarske novine";"97683222809";"Vukovar, Vukovar";"192/1/3 / 29.06.2020";"1";1690;0;2112.5;"1690244322"
"233";"HRVATSKI RADIO VUKOVAR d.o.o.";"Vukovarske novine";"97683222809";"Vukovar, Vukovar";"193/1/3 / 29.06.2020";"1";5070;0;6337.5;"1690244322"
"234";"PRILIKA LIKE j.d.o.o.";"Lika Club";"42051353650";"Gospić, Gospić";"55-1-1 0031 / 29.06.2020";"1";2000;0;2500;"1690244322"
"235";"Radio Max d.o.o.";"Radio Max d.o.o.";"21046661492";"Cerje Nebojse 151, Maruševec";"266-1-1 / 29.06.2020";"1";2432;0;3040;"1690244322"
"236";"Radio Novi Marof d.o.o.";"Radio Novi Marof d.o.o.";"80342429924";"Kralja Tomislava 5, Novi Marof";"092 2000212 / 29.06.2020";"31";1276.8;0;1596;"1690244322"
"237";"TELEVIZIJA JADRAN d.o.o.";"TELEVIZIJA JADRAN d.o.o.";"22720227776";"Ruđera Boškovića 22, Split";"202-PP1-1 / 29.06.2020";"1";1500;0;1875;"1690244322"
"238";"TELEVIZIJA JADRAN d.o.o.";"TELEVIZIJA JADRAN d.o.o.";"22720227776";"Ruđera Boškovića 22, Split";"203-PP1-1 / 29.06.2020";"1";1500;0;1875;"1690244322"
"239";"TELEVIZIJA JADRAN d.o.o.";"TELEVIZIJA JADRAN d.o.o.";"22720227776";"Ruđera Boškovića 22, Split";"206-PP1-1 / 29.06.2020";"1";6300;0;7875;"1690244322"
"240";"AKTER PUBLIC d.o.o.";"RADIO IMOTSKI";"60260099259";"Kralja Tomislava 2a, Imotski";"996-AKT-1 / 30.06.2020";"1";656.5;0;820.63;"1690244322"
"241";"AKTER PUBLIC d.o.o.";"TELEVIZIJA JADRAN";"60260099259";"Ruđera Boškovića 22, Split";"965-AKT-1 / 30.06.2020";"2";2975;40.5;2231.25;"1690244322"
"242";"AKTER PUBLIC d.o.o.";"TELEVIZIJA JADRAN";"60260099259";"Ruđera Boškovića 22, Split";"965-AKT-1 / 30.06.2020";"2";2975;40.5;2231.25;"1690244322"
"243";"AKTER PUBLIC d.o.o.";"TELEVIZIJA JADRAN";"60260099259";"Ruđera Boškovića 22, Split";"965-AKT-1 / 30.06.2020";"2";2975;40.5;2231.25;"1690244322"
"244";"AKTER PUBLIC d.o.o.";"TELEVIZIJA JADRAN";"60260099259";"Ruđera Boškovića 22, Split";"965-AKT-1 / 30.06.2020";"2";2975;40.5;2231.25;"1690244322"
"245";"AKTER PUBLIC d.o.o.";"TELEVIZIJA JADRAN";"60260099259";"Ruđera Boškovića 22, Split";"965-AKT-1 / 30.06.2020";"2";2975;40.5;2231.25;"1690244322"
"246";"AKTER PUBLIC d.o.o.";"TELEVIZIJA JADRAN";"60260099259";"Ruđera Boškovića 22, Split";"965-AKT-1 / 30.06.2020";"2";2975;40.5;2231.25;"1690244322"
"247";"AKTER PUBLIC d.o.o.";"TELEVIZIJA JADRAN";"60260099259";"Ruđera Boškovića 22, Split";"965-AKT-1 / 30.06.2020";"2";2975;40.5;2231.25;"1690244322"
"248";"AKTER PUBLIC d.o.o.";"TELEVIZIJA JADRAN";"60260099259";"Ruđera Boškovića 22, Split";"965-AKT-1 / 30.06.2020";"2";2975;40.5;2231.25;"1690244322"
"249";"AKTER PUBLIC d.o.o.";"TELEVIZIJA JADRAN";"60260099259";"Ruđera Boškovića 22, Split";"965-AKT-1 / 30.06.2020";"2";2975;40.5;2231.25;"1690244322"
"250";"AKTER PUBLIC d.o.o.";"TV JADRAN";"60260099259";"Ruđera Boškovića 22, Split";"965-AKT-1 / 30.06.2020";"2";2975;40.5;2231.25;"1690244322"
"251";"AKTER PUBLIC d.o.o.";"www.bjelovarac.hr";"60260099259";"Bjelovar, Bjelovar";"967-AKT-1 / 30.06.2020";"1";707;0;883.75;"1690244322"
"252";"AKTER PUBLIC d.o.o.";"www.prigorski.hr";"60260099259";"Križevci, Križevci";"967-AKT-1 / 30.06.2020";"1";3787.5;0;4734.37;"1690244322"
"253";"AKTER PUBLIC d.o.o.";"www.sesvete-danas.hr";"60260099259";"Sesvete, Sesvete";"967-AKT-1 / 30.06.2020";"1";636.31;25;596.54;"1690244322"
"254";"AKTER PUBLIC d.o.o.";"Z1 televizija";"60260099259";"Ljudevita Posavskog 48, Zagreb";"966-AKT-1 / 30.06.2020";"8";4191.5;20;4191.5;"1690244322"
"255";"AKTER PUBLIC d.o.o.";"Z1 televizija";"60260099259";"Ljudevita Posavskog 48, Zagreb";"966-AKT-1 / 30.06.2020";"8";4191.5;20;4191.5;"1690244322"
"256";"AKTER PUBLIC d.o.o.";"Z1 televizija";"60260099259";"Ljudevita Posavskog 48, Zagreb";"966-AKT-1 / 30.06.2020";"8";4191.5;20;4191.5;"1690244322"
"257";"AKTER PUBLIC d.o.o.";"Z1 televizija";"60260099259";"Ljudevita Posavskog 48, Zagreb";"966-AKT-1 / 30.06.2020";"8";4191.5;20;4191.5;"1690244322"
"258";"AKTER PUBLIC d.o.o.";"Z1 televizija";"60260099259";"Ljudevita Posavskog 48, Zagreb";"966-AKT-1 / 30.06.2020";"8";4191.5;20;4191.5;"1690244322"
"259";"AKTER PUBLIC d.o.o.";"Z1 televizija";"60260099259";"Ljudevita Posavskog 48, Zagreb";"966-AKT-1 / 30.06.2020";"8";4191.5;20;4191.5;"1690244322"
"260";"AKTER PUBLIC d.o.o.";"Z1 televizija";"60260099259";"Ljudevita Posavskog 48, Zagreb";"966-AKT-1 / 30.06.2020";"8";4191.5;20;4191.5;"1690244322"
"261";"AKTER PUBLIC d.o.o.";"Z1 televizija";"60260099259";"Ljudevita Posavskog 48, Zagreb";"966-AKT-1 / 30.06.2020";"8";4191.5;20;4191.5;"1690244322"
"262";"AKTER PUBLIC d.o.o.";"Z1 televizija";"60260099259";"Ljudevita Posavskog 48, Zagreb";"966-AKT-1 / 30.06.2020";"8";4191.5;20;4191.5;"1690244322"
"263";"AKTER PUBLIC d.o.o.";"Z1 televizija";"60260099259";"Ljudevita Posavskog 48, Zagreb";"966-AKT-1 / 30.06.2020";"8";4191.5;20;4191.5;"1690244322"
"264";"AKTER PUBLIC d.o.o.";"Zabavni radio";"60260099259";"Bjelovarska 62b, Sesvete";"968-AKT-1 / 30.06.2020";"21";5393.88;16.14;5663.58;"1690244322"
"265";"DALMACIJA DANAS d.o.o.";"DALMACIJA DANAS d.o.o.";"07705972299";"Matoševa 44, Split";"259/01/201 / 30.06.2020";"1";2000;0;2500;"1690244322"
"266";"DALMACIJA DANAS d.o.o.";"DALMACIJA DANAS d.o.o.";"07705972299";"Matoševa 44, Split";"259/01/201 / 30.06.2020";"1";2000;0;2500;"1690244322"
"267";"HILARIS d.o.o.";"RADIO IMOTSKI";"53549881025";"Imotski, Imotski";"102/1/1 / 30.06.2020";"16";1460;0;1825;"1690244322"
"268";"JADRANKA D.D.";"JADRANKA D.D.";"70741052040";"Dražica 1, Mali Lošinj";"115-01-1 / 30.06.2020";"2";80;0;100;"1690244322"
"269";"LIIST MEĐIMURJE d.o.o.";"LIIST MEĐIMURJE d.o.o.";"66702054193";"Zrinsko-Frankopanska 10, Čakovec";"1483/500/1 / 30.06.2020";"1";1500;0;1875;"1690244322"
"270";"MEDIA NOVINE d.o.o.";"Međimurske novine";"37268927073";"Čakovec, Čakovec";"600-01-01 / 30.06.2020";"1";9300;25;8718.75;"1690244322"
"271";"MOSLAVAČKI LIST d.o.o.";"MOSLAVAČKI LIST d.o.o.";"38734276515";"I. G. Kovačića 25, Kutina";"137-3/20 / 30.06.2020";"40 x 30sek";1920;5;2280;"1690244322"
"272";"NOVI RADIO d.o.o.";"NOVI RADIO d.o.o.";"30998059619";"Bana Jelačića 35, Đakovo";"150/1/1 / 30.06.2020";"1";2500;0;3125;"1690244322"
"273";"PLANEX RADI d.o.o.";"RADIO MEGATON";"50184816348";"Vidovec, Vidovec";"423/1/1 / 30.06.2020";"40 x 30sek";4478.05;18.4;4590;"1690244322"
"274";"RADIO LUDBREG d.o.o.";"RADIO LUDBREG d.o.o.";"36960593847";"Trg svetog Trojstva 19, Ludbreg";"291/1/2 / 30.06.2020";"40 x 30sek";3208.89;9.75;3610;"1690244322"
"275";"REGIONALNI TJEDNIK d.o.o.";"REGIONALNI TJEDNIK d.o.o.";"26676147972";"Anina 11, Varaždin";"1436/REG/215 / 30.06.2020";"1";12000;10;13500;"1690244322"
"276";"S-TEL d.o.o.";"S-TEL d.o.o.";"02541454183";"Ante Starčevića 46, Sisak";"400141-010-010 / 30.06.2020";"30";1080;0;1350;"1690244322"
"277";"SLAVONSKO-BRODSKA TELEVIZIJA d.o.o.";"SLAVONSKO-BRODSKA TELEVIZIJA d.o.o.";"19751090713";"Mile BUdaka 1/4, Slavonski Brod";"504/1/1 / 30.06.2020";"1";2400;0;3000;"1690244322"
"278";"VARAŽDINSKE VIJESTI d.d.";"VARAŽDINSKE VIJESTI d.d.";"89407840770";"Supilova 7b, Varaždin";"1358/V/1 / 30.06.2020";"1";3000;0;3750;"1690244322"
"279";"RADIO LUDBREG d.o.o.";"RADIO LUDBREG d.o.o.";"36960593847";"Trg svetog Trojstva 19, Ludbreg";"282/1/2 / 01.07.2020";"14";1680;5;1995;"1690244322"
"280";"OBRIGADO j.d.o.o.";"www.dalmacijanews.hr";"36876742227";"Split, Split";"40-P1-1/2020 / 02.07.2020";"1";1000;0;1250;"1690244322"
"281";"AKTER PUBLIC d.o.o.";"Alfa radio";"60260099259";"Bjelovar, Bjelovar";"1009-AKT-1 / 03.07.2020";"1";3010.35;23.5;2897.46;"1690244322"
"282";"AKTER PUBLIC d.o.o.";"Antena Zagreb";"60260099259";"Zagreb, Zagreb";"1014-AKT-1 / 03.07.2020";"1";7898.2;5;9379.11;"1690244322"
"283";"AKTER PUBLIC d.o.o.";"HR  Rijeka";"60260099259";"Rijeka, Rijeka";"1014-AKT-1 / 03.07.2020";"1";6799.32;50;4249.57;"1690244322"
